"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","649","test_update_user[test1-test_1]","test_cases","Tue Sep 02 23:53:12 CST 2025","passed","Tue Sep 02 23:53:13 CST 2025","TestUser","test_user","",""
"","501","test_get_all_carts","test_cases","Tue Sep 02 23:52:57 CST 2025","passed","Tue Sep 02 23:52:57 CST 2025","TestCarts","test_carts","",""
"","156","test_get_product_by_name[test]","test_cases","Tue Sep 02 23:53:03 CST 2025","passed","Tue Sep 02 23:53:03 CST 2025","TestProduct","test_product","",""
"","2849","test_delete_product_by_id[2]","test_cases","Tue Sep 02 23:53:05 CST 2025","passed","Tue Sep 02 23:53:08 CST 2025","TestProduct","test_product","",""
"","625","test_get_current_user","test_cases","Tue Sep 02 23:53:09 CST 2025","passed","Tue Sep 02 23:53:10 CST 2025","TestUser","test_user","",""
"","144","test_get_carts_by_user_id[3]","test_cases","Tue Sep 02 23:52:58 CST 2025","passed","Tue Sep 02 23:52:58 CST 2025","TestCarts","test_carts","",""
"","315","test_delete_product_by_id[1]","test_cases","Tue Sep 02 23:53:05 CST 2025","passed","Tue Sep 02 23:53:05 CST 2025","TestProduct","test_product","",""
"","808","test_get_product_by_name[phone]","test_cases","Tue Sep 02 23:53:02 CST 2025","passed","Tue Sep 02 23:53:03 CST 2025","TestProduct","test_product","",""
"","990","test_login[emilys-emilyspass-200]","test_cases","Tue Sep 02 23:53:01 CST 2025","passed","Tue Sep 02 23:53:02 CST 2025","TestLogin","test_login","",""
"","148","test_update_cart_by_carts_id[1-1-3]","test_cases","Tue Sep 02 23:52:59 CST 2025","passed","Tue Sep 02 23:52:59 CST 2025","TestCarts","test_carts","",""
"","146","test_delete_cart_by_carts_id[2]","test_cases","Tue Sep 02 23:53:00 CST 2025","passed","Tue Sep 02 23:53:00 CST 2025","TestCarts","test_carts","",""
"","135","test_get_user_by_id[3]","test_cases","Tue Sep 02 23:53:12 CST 2025","passed","Tue Sep 02 23:53:12 CST 2025","TestUser","test_user","",""
"","501","test_add_product[python-python description-python category-3000]","test_cases","Tue Sep 02 23:53:04 CST 2025","passed","Tue Sep 02 23:53:05 CST 2025","TestProduct","test_product","",""
