"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","42","test_cases","test_carts","TestCarts","","","test_delete_cart_by_carts_id[2]",""
"passed","Mon Dec 15 06:14:58 UTC 2025","Mon Dec 15 06:14:58 UTC 2025","116","test_cases","test_login","TestLogin","","","test_login[emilys-emilyspass-200]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","44","test_cases","test_carts","TestCarts","","","test_add_cart[2-products0]","
添加购物车
:param user_id: 用户ID
:param products: 产品列表，格式为 [{""id"": 1, ""quantity"": 1}, ...]
:return: API响应
"
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","46","test_cases","test_user","TestUser","","","test_update_user[test1-test_1]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","29","test_cases","test_product","TestProduct","","","test_get_all_products",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","192","test_cases","test_user","TestUser","","","test_add_user[test1-test_1-10]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","48","test_cases","test_carts","TestCarts","","","test_update_cart_by_carts_id[3-3-1]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:52 UTC 2025","549","test_cases","test_allUsers","TestAllUsers","","","test_extract_credentials_to_yaml","
测试提取用户凭证并保存到YAML文件
"
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","65","test_cases","test_carts","TestCarts","","","test_get_all_carts",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","41","test_cases","test_product","TestProduct","","","test_delete_product_by_id[2]",""
"passed","Mon Dec 15 06:14:52 UTC 2025","Mon Dec 15 06:14:52 UTC 2025","153","test_cases","test_simulation_flow","TestSimulation","","","test_simulation_flow[pen-1]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","43","test_cases","test_user","TestUser","","","test_get_current_user",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","49","test_cases","test_product","TestProduct","","","test_delete_product_by_id[1]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","49","test_cases","test_user","TestUser","","","test_update_user[test2-test_2]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","63","test_cases","test_product","TestProduct","","","test_add_product[python-python description-python category-3000]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","195","test_cases","test_user","TestUser","","","test_get_user_by_id[1]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","71","test_cases","test_user","TestUser","","","test_get_user_by_id[2]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","40","test_cases","test_carts","TestCarts","","","test_delete_cart_by_carts_id[3]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","43","test_cases","test_user","TestUser","","","test_add_user[test2-test_2-20]",""
"passed","Mon Dec 15 06:14:52 UTC 2025","Mon Dec 15 06:14:52 UTC 2025","153","test_cases","test_simulation_flow","TestSimulation","","","test_simulation_flow[phone-2]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","45","test_cases","test_carts","TestCarts","","","test_add_cart[3-products1]","
添加购物车
:param user_id: 用户ID
:param products: 产品列表，格式为 [{""id"": 1, ""quantity"": 1}, ...]
:return: API响应
"
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","185","test_cases","test_user","TestUser","","","test_add_user[test3-test_3-30]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","40","test_cases","test_carts","TestCarts","","","test_get_carts_by_user_id[3]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:52 UTC 2025","259","test_cases","test_allUsers","TestAllUsers","","","test_get_all_users","
测试获取所有用户信息
"
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","40","test_cases","test_carts","TestCarts","","","test_delete_cart_by_carts_id[1]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","55","test_cases","test_product","TestProduct","","","test_get_product_by_name[phone]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","51","test_cases","test_product","TestProduct","","","test_delete_product_by_id[3]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","40","test_cases","test_user","TestUser","","","test_get_user_by_id[3]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","75","test_cases","test_product","TestProduct","","","test_get_product_by_name[apple]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","76","test_cases","test_carts","TestCarts","","","test_update_cart_by_carts_id[1-1-3]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","48","test_cases","test_product","TestProduct","","","test_add_product[phone-phone description-phone category-1000]",""
"passed","Mon Dec 15 06:14:50 UTC 2025","Mon Dec 15 06:14:54 UTC 2025","3477","test_cases","test_login","TestLogin","","","test_get_all_tokens",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","50","test_cases","test_carts","TestCarts","","","test_update_cart_by_carts_id[2-2-3]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","46","test_cases","test_product","TestProduct","","","test_get_product_by_name[test]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","70","test_cases","test_product","TestProduct","","","test_add_product[test-test description-test category-2000]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","61","test_cases","test_carts","TestCarts","","","test_add_cart[4-products2]","
添加购物车
:param user_id: 用户ID
:param products: 产品列表，格式为 [{""id"": 1, ""quantity"": 1}, ...]
:return: API响应
"
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","39","test_cases","test_carts","TestCarts","","","test_get_carts_by_user_id[2]",""
"passed","Mon Dec 15 06:14:51 UTC 2025","Mon Dec 15 06:14:51 UTC 2025","40","test_cases","test_carts","TestCarts","","","test_get_carts_by_user_id[1]",""
